Res1;Res2;Res3;Res4;Res5;Res6;Res7;Res8;Res9
0.156837703;3.047515434;1.958079536;3.652358001;1.054725304;0.024357949;10.54813258;;;
0.156837703;3.047515434;1.958079536;3.652358001;1.054725304;0.024357949;10.54813258;;;
0.156837703;3.047515434;1.958079536;3.652358001;1.054725304;0.024357949;10.54813258;;;
0.156837703;3.047515434;1.958079536;3.652358001;1.054725304;0.024357949;10.54813258;;;
0.156837703;3.047515434;1.958079536;3.652358001;1.054725304;0.024357949;10.54813258;;;
0.156837703;3.047515434;1.958079536;3.652358001;1.054725304;0.024357949;10.54813258;;;
0.156837703;3.047515434;1.958079536;3.652358001;1.054725304;0.024357949;10.54813258;;;
0.156837703;3.047515434;1.958079536;3.652358001;1.054725304;0.024357949;10.54813258;;;
0.156837703;3.047515434;1.958079536;3.652358001;1.054725304;0.024357949;10.54813258;;;
0.156837703;3.047515434;1.958079536;3.652358001;1.054725304;0.024357949;10.54813258;;;
0.156837703;3.047515434;1.958079536;3.652358001;1.054725304;0.024357949;10.54813258;;;
0.156837703;3.047515434;1.958079536;3.652358001;1.054725304;0.024357949;10.54813258;;;
0.329449926;3.21863706;1.769038124;2.934877937;0.802396015;0.051165788;9.404260406;;;
0.329449926;3.21863706;1.769038124;2.934877937;0.802396015;0.051165788;9.404260406;;;
0.329449926;3.21863706;1.769038124;2.934877937;0.802396015;0.051165788;9.404260406;;;
0.329449926;3.21863706;1.769038124;2.934877937;0.802396015;0.051165788;9.404260406;;;
0.329449926;3.21863706;1.769038124;2.934877937;0.802396015;0.051165788;9.404260406;;;
0.329449926;3.21863706;1.769038124;2.934877937;0.802396015;0.051165788;9.404260406;;;
0.329449926;3.21863706;1.769038124;2.934877937;0.802396015;0.051165788;9.404260406;;;
0.329449926;3.21863706;1.769038124;2.934877937;0.802396015;0.051165788;9.404260406;;;
0.329449926;3.21863706;1.769038124;2.934877937;0.802396015;0.051165788;9.404260406;;;
0.329449926;3.21863706;1.769038124;2.934877937;0.802396015;0.051165788;9.404260406;;;
0.329449926;3.21863706;1.769038124;2.934877937;0.802396015;0.051165788;9.404260406;;;
0.329449926;3.21863706;1.769038124;2.934877937;0.802396015;0.051165788;9.404260406;;;
0.329449926;3.21863706;1.769038124;2.934877937;0.802396015;0.051165788;9.404260406;;;
0.329449926;3.21863706;1.769038124;2.934877937;0.802396015;0.051165788;9.404260406;;;
0.329449926;3.21863706;1.769038124;2.934877937;0.802396015;0.051165788;9.404260406;;;
0.329449926;3.21863706;1.769038124;2.934877937;0.802396015;0.051165788;9.404260406;;;
0.329449926;3.21863706;1.769038124;2.934877937;0.802396015;0.051165788;9.404260406;;;
0.329449926;3.21863706;1.769038124;2.934877937;0.802396015;0.051165788;9.404260406;;;
0.329449926;3.21863706;1.769038124;2.934877937;0.802396015;0.051165788;9.404260406;;;
0.329449926;3.21863706;1.769038124;2.934877937;0.802396015;0.051165788;9.404260406;;;
0.329449926;3.21863706;1.769038124;2.934877937;0.802396015;0.051165788;9.404260406;;;
0.329449926;3.21863706;1.769038124;2.934877937;0.802396015;0.051165788;9.404260406;;;
0.329449926;3.21863706;1.769038124;2.934877937;0.802396015;0.051165788;9.404260406;;;
0.329449926;3.21863706;1.769038124;2.934877937;0.802396015;0.051165788;9.404260406;;;
0.137355242;9.798978562;7.433797812;10.8580878;3.173330068;0.021332192;24.97049997;;;
0.137355242;9.798978562;7.433797812;10.8580878;3.173330068;0.021332192;24.97049997;;;
0.137355242;9.798978562;7.433797812;10.8580878;3.173330068;0.021332192;24.97049997;;;
0.137355242;9.798978562;7.433797812;10.8580878;3.173330068;0.021332192;24.97049997;;;
0.137355242;9.798978562;7.433797812;10.8580878;3.173330068;0.021332192;24.97049997;;;
0.137355242;9.798978562;7.433797812;10.8580878;3.173330068;0.021332192;24.97049997;;;
0.137355242;9.798978562;7.433797812;10.8580878;3.173330068;0.021332192;24.97049997;;;
0.137355242;9.798978562;7.433797812;10.8580878;3.173330068;0.021332192;24.97049997;;;
0.137355242;9.798978562;7.433797812;10.8580878;3.173330068;0.021332192;24.97049997;;;
0.137355242;9.798978562;7.433797812;10.8580878;3.173330068;0.021332192;24.97049997;;;
0.137355242;9.798978562;7.433797812;10.8580878;3.173330068;0.021332192;24.97049997;;;
0.137355242;9.798978562;7.433797812;10.8580878;3.173330068;0.021332192;24.97049997;;;
0.137355242;9.798978562;7.433797812;10.8580878;3.173330068;0.021332192;24.97049997;;;
0.137355242;9.798978562;7.433797812;10.8580878;3.173330068;0.021332192;24.97049997;;;
0.137355242;9.798978562;7.433797812;10.8580878;3.173330068;0.021332192;24.97049997;;;
0.137355242;9.798978562;7.433797812;10.8580878;3.173330068;0.021332192;24.97049997;;;
0.137355242;9.798978562;7.433797812;10.8580878;3.173330068;0.021332192;24.97049997;;;
0.137355242;9.798978562;7.433797812;10.8580878;3.173330068;0.021332192;24.97049997;;;
0.137355242;9.798978562;7.433797812;10.8580878;3.173330068;0.021332192;24.97049997;;;
0.137355242;9.798978562;7.433797812;10.8580878;3.173330068;0.021332192;24.97049997;;;
0.137355242;9.798978562;7.433797812;10.8580878;3.173330068;0.021332192;24.97049997;;;
0.137355242;9.798978562;7.433797812;10.8580878;3.173330068;0.021332192;24.97049997;;;
0.137355242;9.798978562;7.433797812;10.8580878;3.173330068;0.021332192;24.97049997;;;
0.137355242;9.798978562;7.433797812;10.8580878;3.173330068;0.021332192;24.97049997;;;
0.092467982;2.726694514;1.66642439;2.478390231;0.830113936;0.014360899;4.590839536;;;
0.092467982;2.726694514;1.66642439;2.478390231;0.830113936;0.014360899;4.590839536;;;
0.092467982;2.726694514;1.66642439;2.478390231;0.830113936;0.014360899;4.590839536;;;
0.092467982;2.726694514;1.66642439;2.478390231;0.830113936;0.014360899;4.590839536;;;
0.092467982;2.726694514;1.66642439;2.478390231;0.830113936;0.014360899;4.590839536;;;
0.092467982;2.726694514;1.66642439;2.478390231;0.830113936;0.014360899;4.590839536;;;
0.092467982;2.726694514;1.66642439;2.478390231;0.830113936;0.014360899;4.590839536;;;
0.092467982;2.726694514;1.66642439;2.478390231;0.830113936;0.014360899;4.590839536;;;
0.092467982;2.726694514;1.66642439;2.478390231;0.830113936;0.014360899;4.590839536;;;
0.092467982;2.726694514;1.66642439;2.478390231;0.830113936;0.014360899;4.590839536;;;
0.092467982;2.726694514;1.66642439;2.478390231;0.830113936;0.014360899;4.590839536;;;
0.092467982;2.726694514;1.66642439;2.478390231;0.830113936;0.014360899;4.590839536;;;
0.092467982;2.726694514;1.66642439;2.478390231;0.830113936;0.014360899;4.590839536;;;
0.092467982;2.726694514;1.66642439;2.478390231;0.830113936;0.014360899;4.590839536;;;
0.092467982;2.726694514;1.66642439;2.478390231;0.830113936;0.014360899;4.590839536;;;
0.092467982;2.726694514;1.66642439;2.478390231;0.830113936;0.014360899;4.590839536;;;
0.092467982;2.726694514;1.66642439;2.478390231;0.830113936;0.014360899;4.590839536;;;
0.092467982;2.726694514;1.66642439;2.478390231;0.830113936;0.014360899;4.590839536;;;
0.092467982;2.726694514;1.66642439;2.478390231;0.830113936;0.014360899;4.590839536;;;
0.092467982;2.726694514;1.66642439;2.478390231;0.830113936;0.014360899;4.590839536;;;
0.092467982;2.726694514;1.66642439;2.478390231;0.830113936;0.014360899;4.590839536;;;
0.092467982;2.726694514;1.66642439;2.478390231;0.830113936;0.014360899;4.590839536;;;
0.092467982;2.726694514;1.66642439;2.478390231;0.830113936;0.014360899;4.590839536;;;
0.092467982;2.726694514;1.66642439;2.478390231;0.830113936;0.014360899;4.590839536;;;
0.035975509;10.68123218;8.623739064;12.75216118;3.600469725;0.005587238;29.99410144;;;
0.035975509;10.68123218;8.623739064;12.75216118;3.600469725;0.005587238;29.99410144;;;
0.035975509;10.68123218;8.623739064;12.75216118;3.600469725;0.005587238;29.99410144;;;
0.035975509;10.68123218;8.623739064;12.75216118;3.600469725;0.005587238;29.99410144;;;
0.035975509;10.68123218;8.623739064;12.75216118;3.600469725;0.005587238;29.99410144;;;
0.035975509;10.68123218;8.623739064;12.75216118;3.600469725;0.005587238;29.99410144;;;
0.035975509;10.68123218;8.623739064;12.75216118;3.600469725;0.005587238;29.99410144;;;
0.035975509;10.68123218;8.623739064;12.75216118;3.600469725;0.005587238;29.99410144;;;
0.035975509;10.68123218;8.623739064;12.75216118;3.600469725;0.005587238;29.99410144;;;
0.035975509;10.68123218;8.623739064;12.75216118;3.600469725;0.005587238;29.99410144;;;
0.035975509;10.68123218;8.623739064;12.75216118;3.600469725;0.005587238;29.99410144;;;
0.035975509;10.68123218;8.623739064;12.75216118;3.600469725;0.005587238;29.99410144;;;
0.035975509;10.68123218;8.623739064;12.75216118;3.600469725;0.005587238;29.99410144;;;
0.035975509;10.68123218;8.623739064;12.75216118;3.600469725;0.005587238;29.99410144;;;
0.035975509;10.68123218;8.623739064;12.75216118;3.600469725;0.005587238;29.99410144;;;
0.035975509;10.68123218;8.623739064;12.75216118;3.600469725;0.005587238;29.99410144;;;
0.035975509;10.68123218;8.623739064;12.75216118;3.600469725;0.005587238;29.99410144;;;
0.035975509;10.68123218;8.623739064;12.75216118;3.600469725;0.005587238;29.99410144;;;
0.035975509;10.68123218;8.623739064;12.75216118;3.600469725;0.005587238;29.99410144;;;
0.035975509;10.68123218;8.623739064;12.75216118;3.600469725;0.005587238;29.99410144;;;
0.035975509;10.68123218;8.623739064;12.75216118;3.600469725;0.005587238;29.99410144;;;
0.035975509;10.68123218;8.623739064;12.75216118;3.600469725;0.005587238;29.99410144;;;
0.035975509;10.68123218;8.623739064;12.75216118;3.600469725;0.005587238;29.99410144;;;
0.035975509;10.68123218;8.623739064;12.75216118;3.600469725;0.005587238;29.99410144;;;
0.066391006;6.879435054;5.489235274;7.854830914;2.255334612;0.010310969;17.53003;;;
0.066391006;6.879435054;5.489235274;7.854830914;2.255334612;0.010310969;17.53003;;;
0.066391006;6.879435054;5.489235274;7.854830914;2.255334612;0.010310969;17.53003;;;
0.066391006;6.879435054;5.489235274;7.854830914;2.255334612;0.010310969;17.53003;;;
0.066391006;6.879435054;5.489235274;7.854830914;2.255334612;0.010310969;17.53003;;;
0.066391006;6.879435054;5.489235274;7.854830914;2.255334612;0.010310969;17.53003;;;
0.066391006;6.879435054;5.489235274;7.854830914;2.255334612;0.010310969;17.53003;;;
0.066391006;6.879435054;5.489235274;7.854830914;2.255334612;0.010310969;17.53003;;;
0.066391006;6.879435054;5.489235274;7.854830914;2.255334612;0.010310969;17.53003;;;
0.066391006;6.879435054;5.489235274;7.854830914;2.255334612;0.010310969;17.53003;;;
0.066391006;6.879435054;5.489235274;7.854830914;2.255334612;0.010310969;17.53003;;;
0.066391006;6.879435054;5.489235274;7.854830914;2.255334612;0.010310969;17.53003;;;
0.066391006;6.879435054;5.489235274;7.854830914;2.255334612;0.010310969;17.53003;;;
0.066391006;6.879435054;5.489235274;7.854830914;2.255334612;0.010310969;17.53003;;;
0.066391006;6.879435054;5.489235274;7.854830914;2.255334612;0.010310969;17.53003;;;
0.066391006;6.879435054;5.489235274;7.854830914;2.255334612;0.010310969;17.53003;;;
0.066391006;6.879435054;5.489235274;7.854830914;2.255334612;0.010310969;17.53003;;;
0.066391006;6.879435054;5.489235274;7.854830914;2.255334612;0.010310969;17.53003;;;
0.066391006;6.879435054;5.489235274;7.854830914;2.255334612;0.010310969;17.53003;;;
0.066391006;6.879435054;5.489235274;7.854830914;2.255334612;0.010310969;17.53003;;;
0.066391006;6.879435054;5.489235274;7.854830914;2.255334612;0.010310969;17.53003;;;
0.066391006;6.879435054;5.489235274;7.854830914;2.255334612;0.010310969;17.53003;;;
0.066391006;6.879435054;5.489235274;7.854830914;2.255334612;0.010310969;17.53003;;;
0.066391006;6.879435054;5.489235274;7.854830914;2.255334612;0.010310969;17.53003;;;
0.272435232;4.860793076;2.64059208;3.917042563;1.195328395;0.042311023;9.952037567;;;
0.272435232;4.860793076;2.64059208;3.917042563;1.195328395;0.042311023;9.952037567;;;
0.272435232;4.860793076;2.64059208;3.917042563;1.195328395;0.042311023;9.952037567;;;
0.272435232;4.860793076;2.64059208;3.917042563;1.195328395;0.042311023;9.952037567;;;
0.272435232;4.860793076;2.64059208;3.917042563;1.195328395;0.042311023;9.952037567;;;
0.272435232;4.860793076;2.64059208;3.917042563;1.195328395;0.042311023;9.952037567;;;
0.272435232;4.860793076;2.64059208;3.917042563;1.195328395;0.042311023;9.952037567;;;
0.272435232;4.860793076;2.64059208;3.917042563;1.195328395;0.042311023;9.952037567;;;
0.272435232;4.860793076;2.64059208;3.917042563;1.195328395;0.042311023;9.952037567;;;
0.272435232;4.860793076;2.64059208;3.917042563;1.195328395;0.042311023;9.952037567;;;
0.272435232;4.860793076;2.64059208;3.917042563;1.195328395;0.042311023;9.952037567;;;
0.272435232;4.860793076;2.64059208;3.917042563;1.195328395;0.042311023;9.952037567;;;
0.272435232;4.860793076;2.64059208;3.917042563;1.195328395;0.042311023;9.952037567;;;
0.272435232;4.860793076;2.64059208;3.917042563;1.195328395;0.042311023;9.952037567;;;
0.272435232;4.860793076;2.64059208;3.917042563;1.195328395;0.042311023;9.952037567;;;
0.272435232;4.860793076;2.64059208;3.917042563;1.195328395;0.042311023;9.952037567;;;
0.272435232;4.860793076;2.64059208;3.917042563;1.195328395;0.042311023;9.952037567;;;
0.272435232;4.860793076;2.64059208;3.917042563;1.195328395;0.042311023;9.952037567;;;
0.272435232;4.860793076;2.64059208;3.917042563;1.195328395;0.042311023;9.952037567;;;
0.272435232;4.860793076;2.64059208;3.917042563;1.195328395;0.042311023;9.952037567;;;
0.272435232;4.860793076;2.64059208;3.917042563;1.195328395;0.042311023;9.952037567;;;
0.272435232;4.860793076;2.64059208;3.917042563;1.195328395;0.042311023;9.952037567;;;
0.272435232;4.860793076;2.64059208;3.917042563;1.195328395;0.042311023;9.952037567;;;
0.272435232;4.860793076;2.64059208;3.917042563;1.195328395;0.042311023;9.952037567;;;
0.387933431;5.423564472;2.763336896;4.439490421;1.276404395;0.060248669;10.42573781;;;
0.387933431;5.423564472;2.763336896;4.439490421;1.276404395;0.060248669;10.42573781;;;
0.387933431;5.423564472;2.763336896;4.439490421;1.276404395;0.060248669;10.42573781;;;
0.387933431;5.423564472;2.763336896;4.439490421;1.276404395;0.060248669;10.42573781;;;
0.387933431;5.423564472;2.763336896;4.439490421;1.276404395;0.060248669;10.42573781;;;
0.387933431;5.423564472;2.763336896;4.439490421;1.276404395;0.060248669;10.42573781;;;
0.387933431;5.423564472;2.763336896;4.439490421;1.276404395;0.060248669;10.42573781;;;
0.387933431;5.423564472;2.763336896;4.439490421;1.276404395;0.060248669;10.42573781;;;
0.387933431;5.423564472;2.763336896;4.439490421;1.276404395;0.060248669;10.42573781;;;
0.387933431;5.423564472;2.763336896;4.439490421;1.276404395;0.060248669;10.42573781;;;
0.387933431;5.423564472;2.763336896;4.439490421;1.276404395;0.060248669;10.42573781;;;
0.387933431;5.423564472;2.763336896;4.439490421;1.276404395;0.060248669;10.42573781;;;
0.387933431;5.423564472;2.763336896;4.439490421;1.276404395;0.060248669;10.42573781;;;
0.387933431;5.423564472;2.763336896;4.439490421;1.276404395;0.060248669;10.42573781;;;
0.387933431;5.423564472;2.763336896;4.439490421;1.276404395;0.060248669;10.42573781;;;
0.387933431;5.423564472;2.763336896;4.439490421;1.276404395;0.060248669;10.42573781;;;
0.387933431;5.423564472;2.763336896;4.439490421;1.276404395;0.060248669;10.42573781;;;
0.387933431;5.423564472;2.763336896;4.439490421;1.276404395;0.060248669;10.42573781;;;
0.387933431;5.423564472;2.763336896;4.439490421;1.276404395;0.060248669;10.42573781;;;
0.387933431;5.423564472;2.763336896;4.439490421;1.276404395;0.060248669;10.42573781;;;
0.387933431;5.423564472;2.763336896;4.439490421;1.276404395;0.060248669;10.42573781;;;
0.387933431;5.423564472;2.763336896;4.439490421;1.276404395;0.060248669;10.42573781;;;
0.387933431;5.423564472;2.763336896;4.439490421;1.276404395;0.060248669;10.42573781;;;
0.387933431;5.423564472;2.763336896;4.439490421;1.276404395;0.060248669;10.42573781;;;
2.561643126;4.065104214;2.583912431;4.64380759;1.310829875;0.397840396;11.99401634;;;
2.561643126;4.065104214;2.583912431;4.64380759;1.310829875;0.397840396;11.99401634;;;
2.561643126;4.065104214;2.583912431;4.64380759;1.310829875;0.397840396;11.99401634;;;
2.561643126;4.065104214;2.583912431;4.64380759;1.310829875;0.397840396;11.99401634;;;
2.561643126;4.065104214;2.583912431;4.64380759;1.310829875;0.397840396;11.99401634;;;
2.561643126;4.065104214;2.583912431;4.64380759;1.310829875;0.397840396;11.99401634;;;
2.561643126;4.065104214;2.583912431;4.64380759;1.310829875;0.397840396;11.99401634;;;
2.561643126;4.065104214;2.583912431;4.64380759;1.310829875;0.397840396;11.99401634;;;
2.561643126;4.065104214;2.583912431;4.64380759;1.310829875;0.397840396;11.99401634;;;
2.561643126;4.065104214;2.583912431;4.64380759;1.310829875;0.397840396;11.99401634;;;
2.561643126;4.065104214;2.583912431;4.64380759;1.310829875;0.397840396;11.99401634;;;
2.561643126;4.065104214;2.583912431;4.64380759;1.310829875;0.397840396;11.99401634;;;
2.561643126;4.065104214;2.583912431;4.64380759;1.310829875;0.397840396;11.99401634;;;
2.561643126;4.065104214;2.583912431;4.64380759;1.310829875;0.397840396;11.99401634;;;
2.561643126;4.065104214;2.583912431;4.64380759;1.310829875;0.397840396;11.99401634;;;
2.561643126;4.065104214;2.583912431;4.64380759;1.310829875;0.397840396;11.99401634;;;
2.561643126;4.065104214;2.583912431;4.64380759;1.310829875;0.397840396;11.99401634;;;
2.561643126;4.065104214;2.583912431;4.64380759;1.310829875;0.397840396;11.99401634;;;
2.561643126;4.065104214;2.583912431;4.64380759;1.310829875;0.397840396;11.99401634;;;
2.561643126;4.065104214;2.583912431;4.64380759;1.310829875;0.397840396;11.99401634;;;
2.561643126;4.065104214;2.583912431;4.64380759;1.310829875;0.397840396;11.99401634;;;
2.561643126;4.065104214;2.583912431;4.64380759;1.310829875;0.397840396;11.99401634;;;
2.561643126;4.065104214;2.583912431;4.64380759;1.310829875;0.397840396;11.99401634;;;
2.561643126;4.065104214;2.583912431;4.64380759;1.310829875;0.397840396;11.99401634;;;
1.739662168;3.518774039;2.612323575;4.592217724;1.672579931;0.270181228;7.564374372;;;
1.739662168;3.518774039;2.612323575;4.592217724;1.672579931;0.270181228;7.564374372;;;
1.739662168;3.518774039;2.612323575;4.592217724;1.672579931;0.270181228;7.564374372;;;
1.739662168;3.518774039;2.612323575;4.592217724;1.672579931;0.270181228;7.564374372;;;
1.739662168;3.518774039;2.612323575;4.592217724;1.672579931;0.270181228;7.564374372;;;
1.739662168;3.518774039;2.612323575;4.592217724;1.672579931;0.270181228;7.564374372;;;
1.739662168;3.518774039;2.612323575;4.592217724;1.672579931;0.270181228;7.564374372;;;
1.739662168;3.518774039;2.612323575;4.592217724;1.672579931;0.270181228;7.564374372;;;
1.739662168;3.518774039;2.612323575;4.592217724;1.672579931;0.270181228;7.564374372;;;
1.739662168;3.518774039;2.612323575;4.592217724;1.672579931;0.270181228;7.564374372;;;
1.739662168;3.518774039;2.612323575;4.592217724;1.672579931;0.270181228;7.564374372;;;
1.739662168;3.518774039;2.612323575;4.592217724;1.672579931;0.270181228;7.564374372;;;
1.739662168;3.518774039;2.612323575;4.592217724;1.672579931;0.270181228;7.564374372;;;
1.739662168;3.518774039;2.612323575;4.592217724;1.672579931;0.270181228;7.564374372;;;
1.739662168;3.518774039;2.612323575;4.592217724;1.672579931;0.270181228;7.564374372;;;
1.739662168;3.518774039;2.612323575;4.592217724;1.672579931;0.270181228;7.564374372;;;
1.739662168;3.518774039;2.612323575;4.592217724;1.672579931;0.270181228;7.564374372;;;
1.739662168;3.518774039;2.612323575;4.592217724;1.672579931;0.270181228;7.564374372;;;
1.739662168;3.518774039;2.612323575;4.592217724;1.672579931;0.270181228;7.564374372;;;
1.739662168;3.518774039;2.612323575;4.592217724;1.672579931;0.270181228;7.564374372;;;
